department,""city"",""communitytype"",""name"",""latitude"",""longitude""
33,""CAMIAC ET SAINT DENIS"",""Secteur"",""Saint Martin"",44.79476930,-0.27529610
33,""CAMIRAN"",""Paroisse"",""Saint Pierre"",44.56900880,-0.05599390
33,""CAMPUGNAN"",""Secteur"",""CAMPUGNAN"",45.17756800,-0.56532400
33,""CANEJAN"",""Paroisse"",""Saint Jean (Eglise de Canéjean)"",44.76339053,-0.65313053
33,""CANTENAC"",""Secteur"",""Saint Didier"",45.02862290,-0.65421530
33,""LEGE-CAP-FERRET"",""Paroisse"",""Chapelle de l'Herbe (Chapelle de la villa algérienne)"",44.68637122,-1.23497637
33,""CAP FERRET"",""Paroisse"",""Chapelle de Piraillan"",44.70747480,-1.22887350
33,""CAP FERRET"",""Paroisse"",""Notre Dame des Flots"",44.65379800,-1.24584680
33,""CAPLONG"",""Paroisse"",""Saint Pierre"",44.77731900,0.13873900
33,""CAPTIEUX"",""Paroisse"",""Saint Martin"",44.29200320,-0.26184960
33,""CARBON BLANC"",""Paroisse"",""Saint Paulin"",44.89511382,-0.50087857
33,""CARCANS"",""Paroisse"",""Chapelle Maubuisson"",45.06801156,-1.14210044
33,""CARCANS Plage"",""Paroisse"",""Carcans-Plage-Chapelle (Saint Paul)"",45.08317991,-1.18547811
33,""CARCANS"",""Paroisse"",""Saint Martin"",45.07863746,-1.04589330
33,""CARIGNAN DE BORDEAUX"",""Secteur"",""Saint Martin"",44.81117490,-0.47830930
33,""CARS"",""Secteur"",""Saint Pierre"",45.12955160,-0.62021620
33,""CARTELEGUE"",""Secteur"",""Saint Romain"",45.18516030,-0.57997820
33,""CASSEUIL"",""Paroisse"",""Saint Pierre"",44.56900880,-0.05599390
33,""CASTELMORON D'ALBRET"",""Paroisse"",""Notre Dame"",44.67976600,-0.01091020
33,""CASTELNAU DE MEDOC"",""Paroisse"",""Saint Jacques"",45.02667640,-0.79828390
33,""CASTELVIEL"",""Paroisse"",""Notre Dame"",44.66700780,-0.15364470
33,""CASTETS EN DORTHE"",""Paroisse"",""Saint Louis"",44.56198270,-0.15523940
33,""CASTILLON DE CASTET"",""Paroisse"",""Saint Pierre"",44.53101290,-0.28078680
33,""Castillon la Bataille"",""Paroisse"",""Chapelle Sainte-Marguerite de Capitourlan"",44.86413100,-0.00992800
33,""CASTILLON LA BATAILLE"",""Paroisse"",""Saint Symphorien"",44.85563140,-0.04068110
33,""CASTRES"",""Paroisse"",""Saint Martin"",44.69037890,-0.44080370
33,""CAUDROT"",""Paroisse"",""Saint Christophe"",44.57713600,-0.14609350
33,""CAUMONT"",""Paroisse"",""Saint Mandé"",44.69477400,-0.00458640
33,""CAUVIGNAC"",""Paroisse"",""Saint Aignan"",44.41932724,-0.05987545
33,""CAVIGNAC"",""Paroisse"",""CAVIGNAC, Saint Hilaire"",45.09974920,-0.39041440
33,""CAZALIS"",""Paroisse"",""Sainte Madeleine"",44.34190200,-0.38273700
33,""CAZATS"",""Paroisse"",""Saint Martin"",44.47148920,-0.20632080
33,""CAZAUGITAT"",""Paroisse"",""Saint Pierre"",44.71374900,0.00602500
33,""CAZAUX"",""Secteur"",""Saint Pierre Es Liens"",44.53840389,-1.15106722
33,""CENAC"",""Secteur"",""Saint André"",44.77892090,-0.46334400
33,""CENON"",""Paroisse"",""Saint Romain"",44.84811550,-0.53047060
33,""CENON"",""Paroisse"",""Saints Anges"",44.85404250,-0.52105650
33,""CERONS"",""Paroisse"",""Saint Martin"",44.63515710,-0.33354770
33,""CESSAC"",""Paroisse"",""Saint Barthélemy"",44.74286430,-0.17787720
33,""CESTAS"",""Paroisse"",""Gazinet (Salle paroissiale)"",44.77044477,-0.69990525
33,""CESTAS"",""Paroisse"",""Saint André (Eglise du bourg de Cestas)"",44.74130358,-0.68643349
33,""CEZAC"",""Paroisse"",""Saint Pierre de CEZAC"",45.09068390,-0.41883170
33,""CHAMADELLE"",""Paroisse"",""Chamadelle"",45.10357500,-0.07460790
33,""CISSAC MEDOC"",""Paroisse"",""Notre Dame"",45.22944600,-0.83265800
33,""CIVRAC DE BLAYE"",""Paroisse"",""CIVRAC DE BLAYE, Saint Vivien"",45.11174210,-0.44334170
33,""CIVRAC EN MEDOC"",""Paroisse"",""Saint-Pierre"",45.33786900,-0.89739400
33,""CIVRAC SUR DORDOGNE"",""Paroisse"",""Saint Michel"",44.83161100,-0.07964490
33,""CLEYRAC"",""Paroisse"",""Saint Pierre"",44.71978150,-0.03879940
33,""COIMERES"",""Paroisse"",""Notre Dame"",44.49665360,-0.20997630
33,""COIRAC"",""Paroisse"",""Saint Martin"",44.69150300,-0.16738350
33,""COMPS"",""Paroisse"",""Saint Sulpice"",45.06822700,-0.59581100
33,""COUBEYRAC"",""Paroisse"",""Saint Philippe"",44.78476400,0.05998600
33,""COUQUEQUES"",""Paroisse"",""Saint Martin"",45.34502800,-0.85032900
33,""COURS DE MONSEGUR"",""Paroisse"",""Saint Martin"",44.65121800,0.11806900
33,""COURS LES BAINS"",""Paroisse"",""Notre Dame"",44.38062446,-0.01743835
33,""COUTRAS"",""Paroisse"",""Saint Jean"",45.04104570,-0.13028170
33,""COUTURES"",""Paroisse"",""Saint Cibard"",44.64352300,0.02825100
33,""CREON"",""Secteur"",""Notre Dame de Créon"",44.77444900,-0.34826340
33,""CROIGNON"",""Secteur"",""Saint Vincent de Croignon"",44.85591180,-0.32339380
33,""CUBNEZAIS"",""Paroisse"",""CUBNEZAIS, Saint Martin"",45.07440070,-0.40717000
33,""CUBZAC LES PONTS"",""Paroisse"",""Saint Julien"",44.97112800,-0.45112300
33,""CUDOS"",""Paroisse"",""Artiguevielle"",44.38155537,-0.15954057
33,""CUDOS"",""Paroisse"",""Saint Jean"",44.38893140,-0.22045890
33,""CURSAN"",""Secteur"",""Saint Michel de Cursan"",44.80258400,-0.33996400
33,""CUSSAC FORT MEDOC"",""Paroisse"",""Saint Symphorien"",45.11218160,-0.73029630
33,""DAIGNAC"",""Paroisse"",""Saint Christophe"",44.79809750,-0.25010460
33,""DAUBEZE"",""Paroisse"",""Notre Dame"",44.71279300,-0.14165450
33,""DIEULIVOL"",""Paroisse"",""Saint Pierre"",44.67395690,0.11034430
33,""DONNEZAC"",""Paroisse"",""Notre-Dame"",45.24821900,-0.44360000
33,""DOULEZON"",""Paroisse"",""Notre-Dame"",44.79184200,-0.00551890
33,""ESCAUDES"",""Paroisse"",""Notre Dame"",44.30963540,-0.20208150
33,""ESPIET"",""Paroisse"",""Notre Dame"",44.79874340,-0.26247210
33,""ETAULIERS"",""Paroisse"",""Sainte Madeleine"",45.22344580,-0.57292520
33,""EYNESSE"",""Paroisse"",""Saint Pierre"",44.82392050,0.15170510
33,""EYRANS"",""Secteur"",""Saint Pierre"",45.18854540,-0.61694720
33,""EYSINES"",""Secteur"",""église Saint Martin d'Eysines"",0.00000000,0.00000000
33,""FARGUES DE LANGON"",""Paroisse"",""Notre Dame"",44.53101290,-0.28078680
33,""FARGUES SAINT HILAIRE"",""Paroisse"",""Saint Hilaire"",44.82626070,-0.43395710
33,""FARGUES"","""",""Notre Dame"",44.53570460,-0.29691790
33,""FLAUJAGUES"",""Paroisse"",""Saint Martin"",44.82784790,0.03615580
33,""FLOIRAC"",""Secteur"",""Saint-Vincent de Floirac (Saint-Vincent)"",44.83547040,-0.52179700
33,""FLOIRAC"",""Secteur"",""Sainte-Thérèse de Floirac (Chapelle Sainte-Thérèse)"",44.83749861,-0.53704262
33,""FONTET"",""Paroisse"",""Saint Front"",44.56283480,-0.03018010
33,""FOUGUEYROLLES"",""Paroisse"",""Eglise"",44.86562090,0.18501280
33,""FOURS"",""Secteur"",""Saint Louis"",45.17431590,-0.62898830
33,""FRANCS"",""Paroisse"",""Saint Martin"",44.94665040,-0.00573300
33,""FRONSAC"",""Paroisse"",""Saint Martin"",44.92408620,-0.27320330
33,""FRONTENAC"",""Paroisse"",""Saint Paul"",44.73834720,-0.16250360
33,""GAILLAN EN MEDOC"",""Paroisse"",""Saint Pierre"",45.32493440,-0.95518370
33,""GAJAC"",""Paroisse"",""Saint Martin"",44.43714870,-0.12934360
33,""GAJAC"",""Paroisse"",""Trazits Saint Christophe"",44.43714870,-0.12934360
33,""GALGON"",""Paroisse"",""Saint Seurin"",44.98567700,-0.27609030
33,""GANS"",""Paroisse"",""Saint Pierre"",44.45613790,-0.14715437
33,""GARDEGAN ET TOURTIRAC"",""Paroisse"",""Saint Martin"",44.89263060,-0.01399080
33,""GAURIAC"",""Paroisse"",""Saint Pierre"",45.06801810,-0.61339350
33,""GAURIAGUET"",""Paroisse"",""Saint Symphorien"",45.04220100,-0.39520300
33,""GENERAC"",""Secteur"",""Saint Genès"",45.17975390,-0.54936540
33,""GENISSAC"",""Secteur"",""Saint Martin"",44.85631660,-0.25840870
33,""GENSAC"",""Paroisse"",""Notre Dame"",44.80696670,0.07200720
33,""GIRONDE SUR DROPT"",""Paroisse"",""Notre Dame"",44.58308060,-0.08762550
33,""GISCOS"",""Paroisse"",""Saint Pierre"",44.27419370,-0.17309960
33,""GORNAC"",""Paroisse"",""Saint Jean Baptiste"",44.66245550,-0.18103780
33,""GOUALADE"",""Paroisse"",""Saint Saturnin"",44.30941320,-0.14657220
33,""GRADIGNAN"",""Paroisse"",""Saint Pierre"",44.77402328,-0.61476075
33,""GRAYAN ET L'HOPITAL"",""Paroisse"",""Saint Jean Baptiste"",45.44454530,-1.08415970
33,""GREZILLAC"",""Paroisse"",""Notre Dame"",44.81791330,-0.21641220
33,""GRIGNOLS"",""Paroisse"",""Notre Dame"",44.38890951,-0.04260712
33,""GRIGNOLS"",""Paroisse"",""Saint Loubert"",44.41662863,-0.02778131
33,""GUILLAC"",""Paroisse"",""Saint Seurin"",44.80119780,-0.21323710
33,""GUILLOS"",""Paroisse"",""Saint Martin"",44.54783590,-0.50113000
33,""GUITRES"",""Paroisse"",""Notre Dame"",45.04213760,-0.18455960
33,""GUJAN MESTRAS"",""Paroisse"",""Chapelle Notre-Dame-du-Bon-Accueil (LA HUME)"",44.63882240,-1.11273030
33,""GUJAN MESTRAS"",""Paroisse"",""Chapelle Saint Michel (MESTRAS)"",44.63878100,-1.06312760
33,""GUJAN MESTRAS"",""Paroisse"",""Eglise Saint Maurice (GUJAN)"",44.63766689,-1.07446058
33,""HAUX"",""Secteur"",""Saint Martin de Haux"",44.73571560,-0.37152460
33,""HOSTENS"",""Paroisse"",""Saint Pierre"",44.49279990,-0.63961580
33,""HOURTIN"",""Paroisse"",""Sainte Hélène"",45.18612663,-1.05776385
33,""ILLATS"",""Paroisse"",""Saint Laurent"",44.59796230,-0.37303290
33,""ISLE ST GEORGES"",""Paroisse"",""ISLE ST GEORGES"",44.72492290,-0.47179100
33,""IZON"",""Paroisse"",""Saint Martin"",44.92098220,-0.36465250
33,""JAU DIGNAC ET LOIRAC"",""Paroisse"",""Saint Paulin de Nole"",45.40891230,-0.95917600
33,""JUGAZAN"",""Paroisse"",""Saint Martin"",44.78068220,-0.15529130
33,""JUILLAC"",""Paroisse"",""Saint Jean"",44.81062200,0.04030090
33,""LA BREDE"",""Paroisse"",""Saint Jean d'Etampes"",44.68205000,-0.52745310
33,""LA LANDE DE FRONSAC"",""Paroisse"",""Saint Symphorien"",44.98125590,-0.37956730
33,""LA REOLE"",""Paroisse"",""Saint Pierre"",44.58177980,-0.04165610
33,""LA RIVIERE"",""Paroisse"",""Notre Dame"",44.93413900,-0.30942900
33,""LA ROQUILLE"",""Paroisse"",""Saint Jean"",44.79162100,0.23166800
33,""LA SAUVE MAJEURE"",""Secteur"",""Saint Pierre de La Sauve Majeure"",44.76885860,-0.31175510
33,""LA TESTE DE BUCH"",""Secteur"",""Saint Vincent"",44.63259130,-1.14937205
33,""LABARDE"",""Secteur"",""Saint Martin"",45.02203990,-0.63869100
33,""LACANAU Océan"",""Paroisse"",""Chapelle de l'Océan (Notre Dame des Flots)"",45.00423038,-1.19747232
33,""LACANAU"",""Paroisse"",""Grande Escourre (Longarisse)"",44.96384430,-1.14404496
33,""LACANAU"",""Paroisse"",""Saint Vincent"",44.97793850,-1.07547070
33,""LADOS"",""Paroisse"",""Saint Martin"",44.46875800,-0.14724410
33,""LAGORCE"",""Paroisse"",""Saint Pierre"",45.06926390,-0.13910160
33,""LALANDE DE POMEROL"",""Paroisse"",""Saint Jean Baptiste - Lalande de Pomerol"",44.95579930,-0.20794880
33,""LAMARQUE"",""Paroisse"",""Saint Seurin"",45.09609180,-0.71593480
33,""LAMOTHE LANDERRON"",""Paroisse"",""Saint Martin"",44.55829080,0.06093280
33,""LANDERROUAT"",""Paroisse"",""Saint Jean"",44.74156900,0.15897800
33,""LANDIRAS"",""Paroisse"",""Saint Martin"",44.56742720,-0.41471920
33,""LANGOIRAN"",""Paroisse"",""Saint Léonce"",44.70859650,-0.40082010
33,""LANGOIRAN"",""Paroisse"",""Saint Pierre Ès Liens"",44.70859650,-0.40082010
33,""LANGON"",""Paroisse"",""Saint Gervais"",44.55592120,-0.24782130
33,""LANSAC"",""Paroisse"",""Saint Pierre"",45.06225300,-0.54075600
33,""Lanton"",""Paroisse"",""EHPAD les Baccharis (ehpad Lanton)"",0.00000000,0.00000000
33,""LANTON"",""Paroisse"",""Notre Dame de Lanton"",44.79033430,-0.96295230
33,""LANTON"",""Paroisse"",""Sainte Bernadette de Cassy"",44.79033430,-0.96295230
33,""LAROQUE"",""Paroisse"",""Saint Jean"",44.65966520,-0.30546590
33,""LARTIGUE"",""Paroisse"",""Saint Romain"",44.25111260,-0.09604550
33,""LARUSCADE"",""Paroisse"",""LARUSCADE, église Saint Exupère "",45.10725110,-0.34191060
33,""LATRESNE"",""Secteur"",""Saint Aubin"",44.78517330,-0.49659420
33,""LAVAZAN"",""Paroisse"",""Saint Etienne"",44.39280760,-0.10969636
33,""LE BARP"",""Paroisse"",""Saint Jacques (Eglise du Barp)"",44.60652883,-0.76941515
33,""LE BOUSCAT"",""Paroisse"",""Sainte Clotilde"",44.86582010,-0.60063000
33,""LE HAILLAN"",""Paroisse"",""Notre Dame de la Merci"",44.87557300,-0.67693970
33,""LE NIZAN"",""Paroisse"",""Saint Martin"",44.47742080,-0.26968180
33,""LE PIAN-MEDOC"",""Secteur"",""Chapelle des soeurs de Marie Joseph et de la Miséricorde (Ermitage Lamourous)"",44.96500681,-0.64962169
33,""LE PIAN MEDOC"",""Secteur"",""église Saint Seurin du Pian-Médoc"",44.96705034,-0.64588721
33,""LE PIAN SUR GARONNE"",""Paroisse"",""Notre Dame"",44.58562840,-0.21260660
33,""LE PORGE"",""Paroisse"",""Saint Seurin"",44.87296330,-1.09292810
33,""LE POUT"",""Secteur"",""Saint Martin de Le Pout"",44.79386400,-0.36027300
33,""LE TAILLAN MEDOC"",""Paroisse"",""Saint Hilaire"",44.90327980,-0.67046680
33,""LE TEICH"",""Paroisse"",""Eglise Saint André (LE TEICH)"",44.63585030,-1.02214190
33,""LE TEMPLE"",""Paroisse"",""Saint Sauveur"",44.87915670,-0.99080220
33,""LE TOURNE"",""Paroisse"",""Saint Etienne"",44.70985240,-0.40251100
33,""LE TUZAN"",""Paroisse"",""Saint Jean"",44.44902800,-0.57634800
33,""LE VERDON SUR MER"",""Paroisse"",""Notre Dame"",45.54851100,-1.06949930
33,""LEGE CAP FERRET"",""Paroisse"",""Notre Dame des Pins (Petit Piquey)"",44.72574930,-1.20465280
33,""LEGE CAP FERRET"",""Paroisse"",""Saint Pierre"",44.79553550,-1.14660530
33,""LEOGEATS"",""Paroisse"",""Saint Christophe"",44.51130300,-0.36589600
33,""LEOGNAN"",""Paroisse"",""Saint Martin"",44.72702930,-0.60448360
33,""LERM ET MUSSET"",""Paroisse"",""Notre Dame"",44.32875500,-0.16038720
33,""LES ARTIGUES DE LUSSAC"",""Paroisse"",""Sacré Coeur"",44.97190810,-0.13902650
33,""LES BILLAUX"",""Paroisse"",""Saint Georges - Les Billaux"",44.95310500,-0.23774900
33,""LES EGLISOTTES ET CHALAURES"",""Paroisse"",""Saint Pierre"",45.09526460,-0.04344450
33,""LES ESSEINTES"",""Paroisse"",""Saint Eutrope"",44.60952000,-0.06878600
33,""LES LEVES ET THOUMEYRAGUES"",""Paroisse"",""Saint Pierre"",44.79285800,0.17235800
33,""LES SALLES"",""Paroisse"",""Saint Pierre"",44.83182040,-0.05599390
33,""LESPARRE MEDOC"",""Paroisse"",""Notre Dame"",45.30879480,-0.93705750
33,""LESPARRE MEDOC"",""Paroisse"",""Saint Trélody"",45.30883440,-0.93723840
33,""Libourne"",""Paroisse"",""Chapelle de l'Hôpital"",44.91974110,-0.22809410
33,""LIBOURNE"",""Paroisse"",""Notre Dame de Condat"",44.89626600,-0.24270000
33,""LIBOURNE"",""Paroisse"",""Notre Dame du Rosaire du Pintey"",44.91798960,-0.24166760
33,""LIBOURNE"",""Paroisse"",""Notre Dame de l'Epinette"",44.91389210,-0.23150690
33,""LIBOURNE"",""Paroisse"",""Saint Ferdinand"",44.92115150,-0.23932440
33,""Libourne"",""Paroisse"",""Saint Jean Baptiste "",44.91310110,-0.24614980
33,""LIGNAN DE BAZAS"",""Paroisse"",""Saint Vincent"",44.43075690,-0.27828290
33,""LIGNAN DE BORDEAUX"",""Secteur"",""Sainte Eulalie de Lignan"",44.79649078,-0.42823605
33,""LIGUEUX"",""Paroisse"",""Notre Dame"",44.79419580,0.20571080
33,""LISTRAC DE DUREZE"",""Paroisse"",""Saint Barthélemy"",44.76149310,0.04517490
33,""LISTRAC MEDOC"",""Paroisse"",""Saint Martin"",45.07509970,-0.79018770
33,""LORMONT"",""Paroisse"",""Saint Esprit"",44.87274850,-0.52105650
33,""LORMONT"",""Paroisse"",""Saint Martin"",44.87720380,-0.53086660
33,""LOUCHATS"",""Paroisse"",""Sainte Croix"",44.51191100,-0.56721800
33,""LOUPES"",""Paroisse"",""Saint-Etienne"",44.81142620,-0.38694130
33,""LOUPIAC"",""Paroisse"",""Saint Pierre"",44.62412890,-0.29782970
33,""LUCMAU"",""Paroisse"",""Saint André"",44.34225800,-0.30836900
33,""LUDON MEDOC"",""Secteur"",""Saint Martin"",44.98219760,-0.60399870
33,""LUGAIGNAC"",""Paroisse"",""Saint Martin"",44.81515950,-0.19314470
33,""LUGASSON"",""Paroisse"",""Saint Martin"",44.75197010,-0.16100860
33,""LUGON ET L'ILE DU CARNAY"",""Paroisse"",""Saint Genès"",44.95693200,-0.34014900
33,""LUGOS"",""Paroisse"",""Notre Dame"",44.48196400,-0.88313700
33,""LUSSAC"",""Paroisse"",""Saint Pierre"",44.94960750,-0.09528910
33,""MACAU"",""Secteur"",""Notre Dame"",45.00810480,-0.61477800
33,""MADIRAC"",""Secteur"",""Saint Jean"",44.75855580,-0.39602750
33,""MARANSIN"",""Paroisse"",""Saint Martin"",45.07168200,-0.26676040
33,""MARCENAIS"",""Paroisse"",""Notre Dame de MARCENAIS"",45.05805890,-0.33750110
33,""MARCHEPRIME"",""Paroisse"",""Saint Emilion"",44.69145910,-0.85412840
33,""MARCILLAC"",""Paroisse"",""Marcillac"",45.26904600,-0.52320900
33,""MARGAUX"",""Secteur"",""Saint Michel"",45.04111420,-0.67611540
33,""MARGUERON"",""Paroisse"",""Saint Martin"",44.76195050,0.24953110
33,""MARIMBAULT"",""Paroisse"",""Saint Vincent"",44.40841950,-0.27187060
33,""MARIONS"",""Paroisse"",""Saint Pierre"",44.38390910,-0.09060650
33,""MARSAS"",""Paroisse"",""MARSAS, Saint Genès"",45.06766520,-0.38344180
33,""MARTIGNAS SUR JALLE"",""Paroisse"",""Saint Blaise"",44.84045960,-0.77547050
33,""MARTILLAC"",""Paroisse"",""Monastère la Solitude (sainte Famille de Bordeaux) (La Solitude)"",44.70633150,-0.56113610
33,""MARTILLAC"",""Paroisse"",""Notre Dame"",44.71344920,-0.54279610
33,""MARTRES"",""Paroisse"",""Saint Pierre"",44.71003740,-0.16814230
33,""MASSEILLES"",""Paroisse"",""Saint Martin"",44.40578060,-0.05537560
33,""MASSUGAS"",""Paroisse"",""Notre Dame"",44.76783700,0.08482400
33,""MAURIAC"",""Paroisse"",""Saint Saturnin"",44.74530700,-0.03600430
33,""MAZERES"",""Paroisse"",""Notre Dame"",44.49588150,-0.25826920
33,""MAZION"",""Secteur"",""Notre Dame"",45.16195810,-0.61549400
33,""MERIGNAC"",""Paroisse"",""Saint Bernard"",44.83913460,-0.68679390
33,""MERIGNAC"",""Paroisse"",""Saint Vincent"",44.84255250,-0.64703660
33,""MERIGNAC"",""Paroisse"",""Sainte Bernadette"",44.82252760,-0.62240330
33,""MERIGNAS"",""Paroisse"",""Notre Dame"",44.78495250,-0.08719600
33,""MIOS"",""Paroisse"",""Saint Jean À Lacanau de Mios"",44.60554980,-0.93709880
33,""MIOS"",""Paroisse"",""Saint Martin"",44.60534040,-0.93859040
33,""MOMBRIER"",""Paroisse"",""Saint Sulpice"",45.07866400,-0.55381300
33,""MONGAUZY"",""Paroisse"",""Saint Jean"",44.56719930,0.03419190
33,""MONSEGUR"",""Paroisse"",""Notre Dame"",44.65137240,0.08099450
33,""MONTAGNE"",""Paroisse"",""Notre Dame À Parsac"",44.93036810,-0.12947000
33,""MONTAGNE"",""Paroisse"",""Saint Georges"",44.93036810,-0.12947000
33,""MONTAGNE"",""Paroisse"",""Saint Martin"",44.93036810,-0.12947000
33,""MONTUSSAN"",""Paroisse"",""Saint Martin"",44.88224170,-0.42820650
33,""MOUILLAC"",""Paroisse"",""Saint Fort"",44.94386600,-0.29823200
33,""MOULIETS ET VILLEMARTIN"",""Paroisse"",""Saint Ferdinand"",44.84011920,0.00009500
33,""MOULIS EN MEDOC"",""Paroisse"",""Saint Saturnin"",45.05939760,-0.77053260
33,""MOULON"",""Secteur"",""Saint Vincent"",44.84757370,-0.22074100
33,""MOURENS"",""Paroisse"",""Saint Martin"",44.64869980,-0.20988740
33,""NAUJAC SUR MER"",""Paroisse"",""Sainte Philomène"",45.25400500,-1.02432500
33,""NAUJAN ET POSTIAC"",""Paroisse"",""Saint Pierre"",44.78883880,-0.18064350
33,""NEAC"",""Paroisse"",""Saint Brice"",44.93618320,-0.18193600
33,""NERIGEAN"",""Secteur"",""Saint Martin"",44.84146140,-0.28865350
33,""NEUFFONS"",""Paroisse"",""SAINT MARTIN"",0.00000000,0.00000000
33,""NOAILLAC"",""Paroisse"",""Saint Jean"",44.51580400,-0.01134400
33,""NOAILLAN"",""Paroisse"",""Saint Jean"",44.47927160,-0.36785990
33,""ORDONNAC"",""Paroisse"",""Saint Romain"",45.30728600,-0.83677800
33,""ORIGNE"",""Paroisse"",""Saint Jean"",44.49250900,-0.50255000
33,""PAILLET"",""Paroisse"",""Saint Hilaire"",44.68161940,-0.36328620
33,""PAREMPUYRE"",""Secteur"",""église Saint Pierre de Parempuyre"",44.94873955,-0.60484741
33,""PAUILLAC"",""Paroisse"",""Saint Martin"",45.20024200,-0.74721740
33,""PELLEGRUE"",""Paroisse"",""Saint André"",44.74342650,0.07540350
33,""PERISSAC"",""Paroisse"",""Saint Pierre"",45.01975160,-0.32219520
33,""PESSAC SUR DORDOGNE"",""Paroisse"",""Saint Vincent"",44.82005080,0.07982420
33,""PESSAC"",""Paroisse"",""Saint Jacques"",44.79585000,-0.64870000
33,""PESSAC"",""Paroisse"",""Saint Jean Marie Vianney"",44.79723170,-0.66979970
33,""PESSAC"",""Paroisse"",""Saint Martin"",44.80553550,-0.63066980
33,""PESSAC"",""Paroisse"",""Saint Vincent (Eglise de Toctoucau)"",44.75593433,-0.74010579
33,""PEUJARD"",""Paroisse"",""Notre Dame"",45.03802700,-0.43954460
33,""PINEUILH"",""Paroisse"",""Saint Martin"",44.82287980,0.23422020
33,""PLASSAC"",""Secteur"",""Saint Pierre (PLASSAC)"",45.10197790,-0.64566200
33,""PLEINE SELVE"",""Paroisse"",""Sainte Madeleine"",45.32713900,-0.57480400
33,""PODENSAC"",""Paroisse"",""Saint Vincent"",44.65039640,-0.35360230
33,""POMEROL"",""Paroisse"",""Saint Jean - Pomerol"",44.93534630,-0.20247290
33,""POMPEJAC"",""Paroisse"",""Saint Saturnin"",44.40275000,-0.29184300
33,""POMPIGNAC"",""Paroisse"",""Saint Martin"",44.85103230,-0.43760650
33,""PONDAURAT"",""Paroisse"",""Saint Antoine"",44.53654840,-0.08806920
33,""PORCHERES"",""Secteur"",""Saint Pierre"",45.02943300,0.01016500
33,""PORT SAINTE FOY ET PONCHAPT"",""Paroisse"",""Eglise"",44.84466270,0.21053490
33,""PORT-SAINTE-FOY-ET-PONCHAPT"",""Paroisse"",""Eglise à La Rouquette"",44.84402800,0.21080900
33,""Port Ste Foy et Ponchapt"",""Paroisse"",""Eglise de Ponchapt"",44.79419580,0.20571080
33,""PORTETS"",""Paroisse"",""Saint Vincent"",44.69442800,-0.42445000
33,""PRECHAC"",""Paroisse"",""Saint Pierre"",44.39882230,-0.35345710
33,""PREIGNAC"",""Paroisse"",""Saint Vincent"",44.58545300,-0.29569000
33,""PREIGNAC"","""",""Saint Vincent"",44.58498200,-0.29548520
33,""PRIGNAC EN MEDOC"",""Paroisse"",""Saint Martin"",45.32641300,-0.91372600
33,""PRIGNAC-ET-MARCAMPS"",""Paroisse"",""Saint Pierre"",45.02225860,-0.49311460
33,""PUGNAC"",""Paroisse"",""Notre Dame"",45.08239360,-0.49482130
33,""PUISSEGUIN"",""Paroisse"",""Saint Pierre"",44.92334300,-0.07254940
33,""PUJOLS SUR CIRON"",""Paroisse"",""Saint Pierre"",44.56268590,-0.35359160
33,""PUJOLS"",""Paroisse"",""Notre Dame"",44.80773970,-0.03124670
33,""QUEYRAC"",""Paroisse"",""Saint Hilaire"",45.36296730,-0.97579340
33,""QUINSAC"",""Secteur"",""Saint Pierre"",44.75749830,-0.48907640
33,""RAUZAN"",""Paroisse"",""Chapelle de RAUZAN (Chapelle de RAUZAN)"",0.00000000,0.00000000
33,""RAUZAN"",""Paroisse"",""Saint Pierre"",44.77937840,-0.12438070
33,""REIGNAC"",""Paroisse"",""Chapelle de Verdot"",45.21337900,-0.49405700
33,""REIGNAC"",""Paroisse"",""Saint Maurice"",45.23403160,-0.50746630
33,""RIOCAUD"",""Paroisse"",""Saint Pierre"",44.76540900,0.20767300
33,""RIONS"",""Paroisse"",""Monastère du Broussey (carmes)"",44.66413510,-0.35160870
33,""RIONS"",""Paroisse"",""Saint Seurin"",44.66413510,-0.35160870
33,""ROAILLAN"",""Paroisse"",""Saint Louis"",44.49881500,-0.28187100
33,""ROMAGNE"",""Paroisse"",""Saint Vivien"",44.75971180,-0.19679750
33,""RUCH"",""Paroisse"",""Saint Etienne"",44.77551040,-0.03920550
33,""SADIRAC"",""Secteur"",""Saint Martin de Sadirac"",44.78125840,-0.41157070
33,""SAILLANS"",""Paroisse"",""Saint Seurin"",44.95931700,-0.27745100
33,""SAINT AIGNAN"",""Paroisse"",""Saint Aignan"",44.94386600,-0.29823200
33,""SAINT ANDRE DE CUBZAC"",""Paroisse"",""Saint André"",44.99425950,-0.44705230
33,""SAINT ANDRE DU BOIS"",""Paroisse"",""Saint André"",44.60594810,-0.18909210
33,""SAINT ANDRE ET APPELLES"",""Paroisse"",""Saint André"",44.81193370,0.21335850
33,""SAINT ANDRONY"",""Secteur"",""Saint Androny"",45.18988440,-0.64967190
33,""SAINT ANTOINE DU QUEYRET"",""Paroisse"",""Saint Antoine"",44.75685840,0.09336860
33,""SAINT ANTOINE SUR L'ISLE"",""Secteur"",""Saint Antoine"",45.02788160,0.03912660
33,""SAINT ANTOINE"",""Paroisse"",""Saint Antoine"",45.01616600,-0.42263000
33,""SAINT AUBIN DE BLAYE"",""Paroisse"",""Sainte Appollonie"",45.26957820,-0.56200060
